"","identifier","chromosome_name","start_position","end_position","strand","ensembl_gene_id","hgnc_symbol"
"79","loop_1082","20",6181718,6213000,-1,"ENSG00000305761, ENSG00000233402, ENSG00000234241, ENSG00000271565, ENSG00000276915, ENSG00000309203, ENSG00000307125, ENSG00000308090, ENSG00000229876, ENSG00000228482, ENSG00000302641, ENSG00000125845, ENSG00000297684, ENSG00000232271, ENSG00000228888, ENSG00000261249, ENSG00000224711, ENSG00000278159, ENSG00000307564, ENSG00000240584, ENSG00000309276, ENSG00000307491, ENSG00000215586","TARDBPP1, SYNCRIPP1, FGFR3P3, CASC20, LINC01713, BMP2, LINC01428, LINC01751, LINC01706, MIR8062, RN7SL547P, SRSF10P2"
"80","loop_1083","14",32329298,32837684,1,"ENSG00000151320, ENSG00000301652, ENSG00000293859, ENSG00000299896, ENSG00000302430, ENSG00000280281, ENSG00000289111, ENSG00000301678, ENSG00000151322, ENSG00000310434, ENSG00000287153, ENSG00000287777","AKAP6,  NPAS3"
"81","loop_1084","7",48171458,48647497,1,"ENSG00000179869, ENSG00000228173, ENSG00000285536, ENSG00000298673, ENSG00000309162, ENSG00000225705, ENSG00000279578, ENSG00000310317","ABCA13,  LINC02838"
"82","loop_1085","7",120988697,121297442,1,"ENSG00000106034, ENSG00000234927, ENSG00000212628, ENSG00000306871, ENSG00000207090, ENSG00000287554, ENSG00000002745","CPED1, HMGN1P18, RNA5SP241,  RNU6-517P, WNT16"
"83","loop_1086","15",74369781,74401640,-1,"ENSG00000302041, ENSG00000277718, ENSG00000302139, ENSG00000138623, ENSG00000277391, ENSG00000286696, ENSG00000138629, ENSG00000247240, ENSG00000308768, ENSG00000293338, ENSG00000260103, ENSG00000212279, ENSG00000299272, ENSG00000299287, ENSG00000179361, ENSG00000179335, ENSG00000275527, ENSG00000260919, ENSG00000179151, ENSG00000140465, ENSG00000140505","LINC02255, SEMA7A, MIR6881, UBL7, UBL7-DT, ARID3B, CLK3, EDC3, CYP1A1, CYP1A2"
"84","loop_1088","5",133111055,133124490,-1,"ENSG00000251616, ENSG00000248245, ENSG00000240611, ENSG00000053108, ENSG00000288758, ENSG00000249478, ENSG00000250244, ENSG00000250409, ENSG00000221287, ENSG00000280104, ENSG00000279197, ENSG00000251243, ENSG00000298238, ENSG00000298220, ENSG00000249073, ENSG00000297482","RPL6P15, FSTL4, MIR1289-2, WSPAR"
"85","loop_1089","3",134485721,134951651,1,"ENSG00000288700, ENSG00000174611, ENSG00000300862, ENSG00000286982, ENSG00000253087, ENSG00000201413, ENSG00000154928, ENSG00000240086, ENSG00000308296","KY, RNU6-1174P, RNA5SP141, EPHB1"
"86","loop_109","18",70003031,70205726,-1,"ENSG00000176225, ENSG00000287646, ENSG00000303817, ENSG00000170677, ENSG00000266258, ENSG00000266304, ENSG00000266278, ENSG00000302648, ENSG00000265698, ENSG00000302666, ENSG00000214255","RTTN,  SOCS6, LINC01909, LIVAR, LINC01910, LARP7P3, RPS2P6"
"87","loop_1090","3",184371935,184381968,-1,"ENSG00000090534, ENSG00000289500, ENSG00000090539, ENSG00000224153, ENSG00000307641, ENSG00000283625, ENSG00000227509, ENSG00000300192, ENSG00000230215, ENSG00000306139, ENSG00000182580, ENSG00000304807, ENSG00000308344, ENSG00000305160, ENSG00000177383, ENSG00000272970, ENSG00000229433, ENSG00000288576, ENSG00000309578","THPO,  CHRD, LINC02054, TEDDM3P, LINC01839, LINC01840, EPHB3, MAGEF1, LINC02069"
"88","loop_1091","16",66408504,66412135,1,"ENSG00000246898, ENSG00000166546, ENSG00000260146, ENSG00000261656, ENSG00000260851, ENSG00000166548, ENSG00000260755, ENSG00000301015, ENSG00000261519, ENSG00000275745, ENSG00000217555, ENSG00000254788, ENSG00000277978, ENSG00000089505, ENSG00000289353, ENSG00000140932, ENSG00000260650, ENSG00000140931, ENSG00000183723, ENSG00000300311, ENSG00000135720, ENSG00000260465, ENSG00000287965, ENSG00000260558, ENSG00000246777","LINC00920, BEAN1,  BEAN1-AS1, TK2, CKLF, CKLF-CMTM1, CMTM1, CMTM2, CMTM3, CMTM4, DYNC1LI2, DYNC1LI2-DT"
"89","loop_1092","14",53152282,53883750,1,"ENSG00000258731, ENSG00000286730, ENSG00000295341, ENSG00000225680, ENSG00000226132, ENSG00000235269, ENSG00000295303, ENSG00000231922, ENSG00000266431, ENSG00000125378, ENSG00000287156, ENSG00000224004, ENSG00000297427, ENSG00000297446, ENSG00000300202","DDHD1-DT,  RPS3AP46, LINC02331, MIR5580, BMP4, ATP5F1CP1"
"90","loop_1093","6",148567378,148567654,-1,"ENSG00000217824, ENSG00000309488, ENSG00000299243, ENSG00000231368, ENSG00000309666, ENSG00000309685, ENSG00000111962, ENSG00000227660, ENSG00000236591, ENSG00000308521, ENSG00000308546, ENSG00000219487, ENSG00000308559, ENSG00000289359, ENSG00000228408, ENSG00000055208, ENSG00000225924, ENSG00000283608, ENSG00000241391, ENSG00000216265, ENSG00000177688","SNRPEP6,  RPSAP40, UST, UST-AS1, UST-AS2, TAB2, TAB2-AS1, RN7SL234P, FABP12P1, SUMO4"
"91","loop_1094","3",38103129,38137242,-1,"ENSG00000060971, ENSG00000299114, ENSG00000299092, ENSG00000172936, ENSG00000308516, ENSG00000172939, ENSG00000172940, ENSG00000237982, ENSG00000144671, ENSG00000199514, ENSG00000230123, ENSG00000093217, ENSG00000229589, ENSG00000114739","ACAA1,  MYD88, OXSR1, SLC22A13, CDC42P7, SLC22A14, RNU6-235P, DLEC1P1, XYLB, ACVR2B-AS1, ACVR2B"
"92","loop_1095","1",31409565,31434680,1,"ENSG00000168528, ENSG00000305880, ENSG00000305901, ENSG00000215899, ENSG00000206981, ENSG00000293391, ENSG00000260386, ENSG00000265961, ENSG00000284543, ENSG00000229167, ENSG00000142910, ENSG00000305292, ENSG00000121764, ENSG00000162517, ENSG00000235790, ENSG00000084636, ENSG00000306756, ENSG00000295060, ENSG00000121753, ENSG00000266580, ENSG00000306226, ENSG00000301119, ENSG00000254545, ENSG00000134668","SERINC2,  EEF1A1P46, RNU6-40P, LDC1P, LINC01226, TINAGL1, HCRTR1, PEF1, PEF1-AS1, COL16A1, ADGRB2, MIR4254, SPOCD1"
"93","loop_1096","1",52709122,52709442,1,"ENSG00000233664, ENSG00000239640, ENSG00000162378, ENSG00000252018, ENSG00000228929, ENSG00000206627, ENSG00000203995, ENSG00000242391, ENSG00000121310, ENSG00000230953, ENSG00000231866, ENSG00000116171, ENSG00000264834, ENSG00000266188, ENSG00000265815, ENSG00000237279, ENSG00000236360, ENSG00000226147, ENSG00000174348, ENSG00000232993, ENSG00000227644, ENSG00000162383, ENSG00000235563, ENSG00000277397","NDUFS5P3, RN7SL62P, ZYG11B, RNU2-30P, RPS13P2, RNU6-969P, ZYG11A,  ECHDC2, SCP2, H3P2, RRAS2P1, TUBBP10, PODN, HIGD1AP11, SLC1A7"
"94","loop_1099","6",83552880,83709691,-1,"ENSG00000065609, ENSG00000237874, ENSG00000287705, ENSG00000203877, ENSG00000065615, ENSG00000294584, ENSG00000228679, ENSG00000230852, ENSG00000135324, ENSG00000135315, ENSG00000302785","SNAP91,  RIPPLY2, CYB5R4, LINC02857, MRAP2, CEP162"
"95","loop_110","18",6919496,6930019,-1,"ENSG00000265933, ENSG00000264127, ENSG00000251897, ENSG00000101680, ENSG00000265069","LINC00668, SCML2P1, RNU6-916P, LAMA1"
"96","loop_1102","15",36861499,36888005,-1,"ENSG00000259280, ENSG00000134138, ENSG00000277202, ENSG00000206676, ENSG00000259460, ENSG00000274216, ENSG00000259434, ENSG00000270304, ENSG00000243122, ENSG00000300804, ENSG00000300235, ENSG00000305906, ENSG00000300563","MEIS2, MIR8063"
"97","loop_1104","18",12377676,12403700,1,"ENSG00000296872, ENSG00000251937, ENSG00000141391, ENSG00000301435, ENSG00000267108, ENSG00000267199, ENSG00000134278, ENSG00000267515, ENSG00000128789, ENSG00000101624, ENSG00000267249, ENSG00000266961, ENSG00000260302, ENSG00000201466, ENSG00000175354, ENSG00000267570, ENSG00000267336, ENSG00000303517","RNU7-129P, PRELID3A, SPIRE1, PSMG2, CEP76, LINC01882, PTPN2, STK25P1, EIF4A2P1"
"98","loop_1105","X",110002631,110184247,1,"ENSG00000157600, ENSG00000101935, ENSG00000208883, ENSG00000224142, ENSG00000133136, ENSG00000243978, ENSG00000287685, ENSG00000225366, ENSG00000228042, ENSG00000101938","TMEM164, AMMECR1, SNORD96B, AMMECR1-IT1, GNG5B, RTL9,  CRIPTO3, M6PRP1, CHRDL1"
"99","loop_1106","9",72035344,72090344,1,"ENSG00000286823, ENSG00000204669, ENSG00000224820, ENSG00000119125, ENSG00000235523, ENSG00000233933, ENSG00000252428, ENSG00000295856, ENSG00000225434, ENSG00000302046, ENSG00000107372, ENSG00000288865, ENSG00000301798, ENSG00000230003, ENSG00000225947, ENSG00000289993, ENSG00000165091, ENSG00000298373","C9orf57, BTF3P4, GDA, RNA5SP285, LINC01504, ZFAND5, TMC1"
"100","loop_1107","8",35235475,35796550,1,"ENSG00000156687, ENSG00000279099, ENSG00000298391, ENSG00000232024, ENSG00000286693, ENSG00000253452, ENSG00000253524, ENSG00000254309, ENSG00000294510, ENSG00000253504, ENSG00000254384, ENSG00000253685, ENSG00000253610, ENSG00000206871, ENSG00000254320, ENSG00000253363, ENSG00000244708, ENSG00000199985","UNC5D,  LSM12P1, MTCYBP19, MTND6P19, MTND5P41, RNU6-533P, RPL23P10, RNA5SP264"
"101","loop_1108","2",208359714,208854503,1,"ENSG00000144407, ENSG00000227430, ENSG00000231896, ENSG00000232409, ENSG00000297351, ENSG00000287662, ENSG00000294474, ENSG00000202164, ENSG00000235864, ENSG00000232799, ENSG00000240286, ENSG00000229670, ENSG00000289113, ENSG00000286249, ENSG00000078018","PTH2R, H3P9,  RNA5SP117, HSPA8P6, CRYGFP, MEAF6P1, PKP4P1, MAP2"
"102","loop_1109","5",151661096,151686975,-1,"ENSG00000113140, ENSG00000249035, ENSG00000297385, ENSG00000222102, ENSG00000272112, ENSG00000177556, ENSG00000253921, ENSG00000275765, ENSG00000213433, ENSG00000145907, ENSG00000145888, ENSG00000270978, ENSG00000302741, ENSG00000222308, ENSG00000293808, ENSG00000293830, ENSG00000254226, ENSG00000301093","SPARC, CLMAT3,  RN7SKP232, ATOX1, ATOX1-AS1, RPLP1P6, G3BP1, GLRA1, RNA5SP198, LINC01933"
"103","loop_1110","10",84944732,84987001,-1,"ENSG00000308194, ENSG00000307933, ENSG00000288218, ENSG00000237267, ENSG00000287057, ENSG00000223993, ENSG00000299788, ENSG00000224504, ENSG00000230962, ENSG00000279910, ENSG00000223064, ENSG00000280134, ENSG00000309543, ENSG00000234942, ENSG00000182771, ENSG00000278333, ENSG00000270002, ENSG00000252292, ENSG00000236606, ENSG00000200487, ENSG00000199104","LINC01519, LINC02647, LINC01520, RNU6-325P, GRID1-AS1, GRID1, RN7SKP238, RNA5SP322, MIR346"
"104","loop_1111","1",20664014,20718017,-1,"ENSG00000117245, ENSG00000189410, ENSG00000298940, ENSG00000233069, ENSG00000127483, ENSG00000075151, ENSG00000251914, ENSG00000221808, ENSG00000233072, ENSG00000236073, ENSG00000235112, ENSG00000287192","KIF17, SH2D5,  HP1BP3, EIF4G3, RNU7-200P, MIR1256, RPS15AP6, HSPE1P27"
"105","loop_1112","17",15805686,15847996,-1,"ENSG00000237057, ENSG00000290377, ENSG00000227790, ENSG00000302207, ENSG00000170425, ENSG00000214941","LINC02087,  SPECC1P1, ADORA2B, ZSWIM7"
"106","loop_1113","12",27022546,27066343,1,"ENSG00000152944, ENSG00000275764, ENSG00000214700, ENSG00000271418, ENSG00000256226, ENSG00000256625, ENSG00000211455, ENSG00000304890, ENSG00000029153, ENSG00000245311, ENSG00000288971, ENSG00000165935, ENSG00000290042, ENSG00000257037, ENSG00000306216, ENSG00000110841, ENSG00000248100, ENSG00000256056, ENSG00000256557","MED21,  C12orf71, STK38L, BMAL2, BMAL2-AS1, SMCO2, RARS1P1, PPFIBP1, C12orf71BP"
"107","loop_1114","3",39406716,39426255,1,"ENSG00000168028, ENSG00000286781, ENSG00000168314, ENSG00000285885, ENSG00000289279, ENSG00000307656, ENSG00000230757, ENSG00000299912, ENSG00000170011, ENSG00000201570, ENSG00000280739, ENSG00000265327, ENSG00000202517, ENSG00000114784, ENSG00000291315","RPSA,  MOBP, NFU1P1, MYRIP, RNU4-56P, EIF1B-AS1, ENTPD3-AS1, RN7SL411P, EIF1B"
"108","loop_112","19",10572671,10587315,-1,"ENSG00000129354, ENSG00000271010, ENSG00000129353","AP1M2, LSM2P1, SLC44A2"
"109","loop_113","19",13206442,13624489,-1,"ENSG00000141837, ENSG00000305920","CACNA1A"
"110","loop_114","1",9292894,9369532,1,"ENSG00000171621, ENSG00000294252, ENSG00000296073, ENSG00000296056, ENSG00000307568, ENSG00000284652, ENSG00000284693, ENSG00000252956, ENSG00000301013, ENSG00000301030, ENSG00000306844, ENSG00000296249","SPSB1,  LINC02606, RNA5SP40"
"111","loop_115","19",38433691,38595273,1,"ENSG00000196218, ENSG00000104814, ENSG00000267291, ENSG00000178982, ENSG00000298353","RYR1, MAP4K1, MAP4K1-AS1, EIF3K"
"112","loop_116","20",19208582,19212164,-1,"ENSG00000287430, ENSG00000185052, ENSG00000235996, ENSG00000179447","SLC24A3, SLC24A3-AS1"
"113","loop_117","20",2380901,2432753,1,"ENSG00000166948, ENSG00000207305","TGM6"
"114","loop_118","20",3068634,3072284,-1,"ENSG00000305741, ENSG00000101405, ENSG00000101200, ENSG00000263905, ENSG00000235958, ENSG00000185019","OXT, AVP, RN7SL555P, UBOX5-AS1, UBOX5"
"115","loop_120","20",36091504,36232799,1,"ENSG00000088367, ENSG00000278035, ENSG00000131043, ENSG00000298755, ENSG00000080845","EPB41L1,  AAR2, DLGAP4"
"116","loop_122","20",44745865,44752313,1,"ENSG00000124249, ENSG00000276223, ENSG00000101098, ENSG00000277708, ENSG00000286100","KCNK15,  RIMS4, PGBD4P2"
"117","loop_123","20",48624252,48827999,-1,"ENSG00000124126, ENSG00000286159, ENSG00000278231, ENSG00000305356","PREX1"
"118","loop_124","20",8077251,8968360,1,"ENSG00000182621, ENSG00000225479, ENSG00000294328, ENSG00000303702","PLCB1, PLCB1-IT1"
"119","loop_125","20",9067825,9504593,1,"ENSG00000101333, ENSG00000225988, ENSG00000300513, ENSG00000125869, ENSG00000101349, ENSG00000286740, ENSG00000232738","PLCB4, LAMP5-AS1,  LAMP5, PAK5"
"120","loop_126","2",101007228,101252866,-1,"ENSG00000204634, ENSG00000271532, ENSG00000272902","TBC1D8, BBIP1P1, TBC1D8-AS1"
"121","loop_127","2",102473226,102533972,1,"ENSG00000180251, ENSG00000309513","SLC9A4"
"122","loop_128","2",120683217,120710640,-1,"ENSG00000229774, ENSG00000303392, ENSG00000074047, ENSG00000271709, ENSG00000295936, ENSG00000295094, ENSG00000201584, ENSG00000302305","GLI2"
"123","loop_129","21",33584687,33931607,-1,"ENSG00000249209, ENSG00000237945, ENSG00000273102, ENSG00000305888, ENSG00000305908, ENSG00000243927, ENSG00000293606, ENSG00000198743, ENSG00000224598, ENSG00000227456, ENSG00000304893, ENSG00000159197, ENSG00000304932","LINC00649, MRPS6, SLC5A3, RPS5P2, LINC00310, KCNE2"
"124","loop_13","10",92046692,92291078,-1,"ENSG00000107864, ENSG00000304609, ENSG00000214549, ENSG00000213484, ENSG00000221042, ENSG00000105988, ENSG00000301426, ENSG00000199881, ENSG00000198060, ENSG00000202297, ENSG00000304764, ENSG00000232709, ENSG00000301374, ENSG00000286795","CPEB3,  SDHCP2, EIF4A1P8, NHP2P1, MARCHF5, RNY3P12, MARK2P9"
"125","loop_130","21",44133610,44210114,1,"ENSG00000160221, ENSG00000294982, ENSG00000225331, ENSG00000285413, ENSG00000237604, ENSG00000232124, ENSG00000295834, ENSG00000160223, ENSG00000278158, ENSG00000275799, ENSG00000142182, ENSG00000232010, ENSG00000160224","GATD3,  LINC01678, ICOSLG, DNMT3L, DNMT3L-AS1, AIRE"
"126","loop_131","2",149587196,150047447,1,"ENSG00000231969, ENSG00000207270","MMADHC-DT, RNU6-601P"
"127","loop_132","2",16818179,16907831,1,"ENSG00000304877, ENSG00000224604, ENSG00000237670, ENSG00000222842, ENSG00000309887, ENSG00000309902, ENSG00000214843","LINC01866, RN7SKP168, ZFYVE9P2"
"128","loop_133","2",172735274,173052893,1,"ENSG00000091428, ENSG00000091436, ENSG00000238133","RAPGEF4, MAP3K20, MAP3K20-AS1"
"129","loop_135","2",197804593,198572581,1,"ENSG00000115896, ENSG00000236653, ENSG00000225421, ENSG00000231557, ENSG00000307577, ENSG00000230407, ENSG00000238698, ENSG00000119042, ENSG00000257045, ENSG00000225953, ENSG00000295688","PLCL1, LINC01923,  RNU7-147P, SATB2, SATB2-AS1"
"130","loop_137","2",20449827,20455802,-1,"ENSG00000309156, ENSG00000228950, ENSG00000200829, ENSG00000309176, ENSG00000227047, ENSG00000299494, ENSG00000304619, ENSG00000279307, ENSG00000304639, ENSG00000118960, ENSG00000269976, ENSG00000231948, ENSG00000296407, ENSG00000233416","NDUFAF2P1, HS1BP3, HS1BP3-IT1, RPS25P3"
"131","loop_138","2",216498825,216579180,1,"ENSG00000197756, ENSG00000303308, ENSG00000224391, ENSG00000225794, ENSG00000235444, ENSG00000303260, ENSG00000115457, ENSG00000296004","RPL37A,  LINC01280, PSMB3P2, IGFBP2"
"132","loop_139","2",219388496,219403633,1,"ENSG00000229525, ENSG00000175084, ENSG00000234638, ENSG00000280323, ENSG00000072195, ENSG00000227432, ENSG00000286143, ENSG00000286095, ENSG00000268603, ENSG00000144591, ENSG00000072182","DNPEP-AS1, DES,  SPEG, ASIC4-AS1, SPEGNB, GMPPA, ASIC4"
"133","loop_140","22",22988263,22988581,1,"ENSG00000237472, ENSG00000223679, ENSG00000302749, ENSG00000100218, ENSG00000128266","ATP5PFP2,  RSPH14, GNAZ"
"134","loop_141","2",223975045,224039318,-1,"ENSG00000135919, ENSG00000310283, ENSG00000297133, ENSG00000297115, ENSG00000224826, ENSG00000297154, ENSG00000307757","SERPINE2,  USP21P1"
"135","loop_142","2",227626828,227657748,1,"ENSG00000307693, ENSG00000284667, ENSG00000135917, ENSG00000284725, ENSG00000284718, ENSG00000284635, ENSG00000252346","SCYGR5, SLC19A3, SCYGR6, SCYGR7, SCYGR8, RNA5SP121"
"136","loop_143","22",31970817,32037995,1,"ENSG00000230866, ENSG00000240647, ENSG00000232346, ENSG00000100170","LINC02558, RN7SL305P, RPS17P16, SLC5A1"
"137","loop_144","22",37291179,37337357,-1,"ENSG00000298470, ENSG00000298537, ENSG00000298513, ENSG00000243902, ENSG00000237862, ENSG00000166897, ENSG00000272694, ENSG00000298484","ELFN2"
"138","loop_145","2",24971360,25039716,1,"ENSG00000224165, ENSG00000286645, ENSG00000207069, ENSG00000309587, ENSG00000084710, ENSG00000276653, ENSG00000229593, ENSG00000309548","DNAJC27-AS1,  EFR3B, RN7SL856P, SUCLA2P3"
"139","loop_146","2",26950308,27009807,-1,"ENSG00000230286, ENSG00000084764, ENSG00000205500","MAPRE3, MAPRE3-AS1"
"140","loop_147","2",27086772,27100762,1,"ENSG00000138030, ENSG00000138028, ENSG00000143994, ENSG00000138073, ENSG00000186143, ENSG00000163792, ENSG00000306460, ENSG00000236099, ENSG00000306440, ENSG00000138074, ENSG00000138085, ENSG00000084774, ENSG00000115194, ENSG00000294052, ENSG00000163793, ENSG00000294031","KHK, CGREF1, ABHD1, PREB, PRR30, TCF23,  SLC5A6, ATRAID, CAD, SLC30A3, DNAJC5G"
"141","loop_148","2",64866969,64951171,1,"ENSG00000300479, ENSG00000237638, ENSG00000227394, ENSG00000115902, ENSG00000252892, ENSG00000232613","LINC02245, RPL11P1, SLC1A4, RNU6-548P, LINC02576"
"142","loop_149","2",65227788,65271253,1,"ENSG00000138071, ENSG00000298612, ENSG00000198369, ENSG00000232693, ENSG00000204929, ENSG00000234255, ENSG00000237979, ENSG00000223739, ENSG00000243029","ACTR2,  SPRED2, LINC02934, DNAJB12P1, RPS15AP15, RN7SL635P"
"143","loop_15","11",111245725,111286401,1,"ENSG00000150750, ENSG00000196167, ENSG00000214290, ENSG00000288097, ENSG00000264032, ENSG00000110777, ENSG00000253099, ENSG00000255428","POU2AF2, COLCA1, POU2AF3,  MIR4491, POU2AF1, RNU2-60P"
"144","loop_150","2",85418504,85426724,1,"ENSG00000286011, ENSG00000152292, ENSG00000207207, ENSG00000244399, ENSG00000304620, ENSG00000303258, ENSG00000199936, ENSG00000229648, ENSG00000303276, ENSG00000286532, ENSG00000168906, ENSG00000115486","SH2D6, RN7SL251P, RPSAP22, PARTICL, MAT2A, GGCX"
"145","loop_152","2",8852690,9003709,-1,"ENSG00000143797, ENSG00000303165, ENSG00000290023, ENSG00000230886, ENSG00000296532, ENSG00000223640, ENSG00000242136, ENSG00000261104, ENSG00000244310, ENSG00000294161","MBOAT2,  HMGB1P25, RPL30P3"
"146","loop_153","3",113828182,113947174,1,"ENSG00000178075, ENSG00000304804, ENSG00000240776, ENSG00000241889","GRAMD1C,  RPS10P4, CTDNEP1P1"
"147","loop_154","3",123282296,123449090,-1,"ENSG00000173175, ENSG00000303489, ENSG00000296418, ENSG00000310167, ENSG00000298604","ADCY5"
"148","loop_155","3",124033369,124726325,1,"ENSG00000160145, ENSG00000276656, ENSG00000252751","KALRN, MIR6083, RNU6-143P"
"149","loop_156","3",124033369,124726325,1,"ENSG00000160145","KALRN"
"150","loop_157","3",124761948,124901418,-1,"ENSG00000082781, ENSG00000244286, ENSG00000280042, ENSG00000276626, ENSG00000243986","ITGB5, ITGB5-AS1,  ENO1P3"
"151","loop_158","3",149385726,149428622,-1,"ENSG00000301730, ENSG00000240246, ENSG00000241929, ENSG00000282502, ENSG00000239408, ENSG00000169903, ENSG00000296505","RPL32P8, WDR70P1, FKBP1AP4, TM4SF4"
"152","loop_16","11",117820163,117876667,-1,"ENSG00000255245, ENSG00000137726, ENSG00000137747, ENSG00000302573","FXYD6-FXYD2, FXYD6, TMPRSS13"
"153","loop_160","3",32951644,32957120,1,"ENSG00000183813, ENSG00000301630, ENSG00000170266, ENSG00000223899","CCR4,  GLB1, SEC13P1"
"154","loop_161","3",42257825,42266185,-1,"ENSG00000187094, ENSG00000281160, ENSG00000231280, ENSG00000229572, ENSG00000306043, ENSG00000306062, ENSG00000157093, ENSG00000306023","CCK,  SALL4P6, EIF4BP4, LYZL4"
"155","loop_162","3",46694528,46710886,1,"ENSG00000181585, ENSG00000206549, ENSG00000283706, ENSG00000293416, ENSG00000261603, ENSG00000284672, ENSG00000188086, ENSG00000293417, ENSG00000286651, ENSG00000238013, ENSG00000226074, ENSG00000293418, ENSG00000297904, ENSG00000293419, ENSG00000178055, ENSG00000160808, ENSG00000160801, ENSG00000308167","TMIE,  PRSS50, PRSS46P, PRSS45P, PRSS43P, PRSS44P, PRSS42P, MYL3, PTH1R"
"156","loop_163","3",53066853,53130453,-1,"ENSG00000163933, ENSG00000163932, ENSG00000302934, ENSG00000286531","RFT1, PRKCD"
"157","loop_164","3",64024107,64103131,1,"ENSG00000241111, ENSG00000200222, ENSG00000189196, ENSG00000163637, ENSG00000241101, ENSG00000239926, ENSG00000226017, ENSG00000244564, ENSG00000299249","LINC00994, PRICKLE2, PRICKLE2-AS2, PRDX3P4, PRICKLE2-AS3, PRICKLE2-DT"
"158","loop_165","3",66378797,66501263,-1,"ENSG00000144749, ENSG00000296028, ENSG00000296009, ENSG00000271174, ENSG00000214560, ENSG00000304579, ENSG00000288039, ENSG00000285738","LRIG1,  TCEAL8P1, RPL21P41"
"159","loop_166","3",98053374,98053739,1,"ENSG00000250750, ENSG00000213439, ENSG00000196578, ENSG00000249225, ENSG00000290819, ENSG00000251090, ENSG00000248365, ENSG00000231192, ENSG00000236032, ENSG00000294662, ENSG00000233412, ENSG00000306425, ENSG00000289078, ENSG00000249321, ENSG00000249975, ENSG00000248507, ENSG00000300508, ENSG00000251088, ENSG00000301090, ENSG00000187900, ENSG00000289509, ENSG00000230301, ENSG00000197938, ENSG00000232535","OR5BM1P, OR5AC1, OR5AC2,  OR5AC4P, POU5F1P7, OR5H1, OR5H14, OR5H15, OR5H5P, OR5H3P, OR5H4P, OR5H7P, OR5H6, OR5H2, OR5H8"
